coverage_id,scale,category,row_name,execution_mode,status,status_reason,source_stage,source_artifact,method
100.management.remove_failed_node,100,management,remove_failed_node,real,PASS,Real exact-100 management operation executed and verified.,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
100.management.remove_primary_drained_or_safe_replaced,100,management,remove_primary_drained_or_safe_replaced,real,PASS,Real exact-100 management operation executed and verified.,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
100.management.remove_replica,100,management,remove_replica,real,PASS,Real exact-100 management operation executed and verified.,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
100.management.reshard_slot_range,100,management,reshard_slot_range,real,PASS,Real exact-100 management operation executed and verified.,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
100.management.reshard_with_keys,100,management,reshard_with_keys,real,PASS,Real exact-100 management operation executed and verified.,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
100.management.rolling_restart_primary_safe,100,management,rolling_restart_primary_safe,real,PASS,Real exact-100 management operation executed and verified.,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
100.management.rolling_restart_replica_first,100,management,rolling_restart_replica_first,real,PASS,Real exact-100 management operation executed and verified.,P31_MANAGEMENT_MATRIX_100_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.fault.az_stop,200,fault,az_stop,real,PASS,Real exact-200 fault/failover row executed and verified.,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.fault.fault_period_workload_impact,200,fault,fault_period_workload_impact,real,PASS,Real exact-200 fault/failover row executed and verified.,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.fault.majority_partition,200,fault,majority_partition,real,PASS,Real exact-200 fault/failover row executed and verified.,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.fault.minority_partition,200,fault,minority_partition,real,PASS,Real exact-200 fault/failover row executed and verified.,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.fault.network_delay,200,fault,network_delay,real,PASS,Real exact-200 fault/failover row executed and verified.,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.fault.network_flap,200,fault,network_flap,real,PASS,Real exact-200 fault/failover row executed and verified.,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.fault.network_loss,200,fault,network_loss,real,PASS,Real exact-200 fault/failover row executed and verified.,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.fault.network_partition,200,fault,network_partition,real,PASS,Real exact-200 fault/failover row executed and verified.,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.fault.node_host_stop,200,fault,node_host_stop,real,PASS,Real exact-200 fault/failover row executed and verified.,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.fault.primary_stop_failover,200,fault,primary_stop_failover,real,PASS,Real exact-200 fault/failover row executed and verified.,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.fault.replica_stop,200,fault,replica_stop,real,PASS,Real exact-200 fault/failover row executed and verified.,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.fault.split_brain_window_detection,200,fault,split_brain_window_detection,real,PASS,Real exact-200 fault/failover row executed and verified.,P35_FAULT_FAILOVER_MATRIX_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.lifecycle.add_replica,200,lifecycle,add_replica,real,PASS,P36 exact-200 lifecycle step add_replica executed through the full-flow scenario and verified by scoped evidence.,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.lifecycle.analysis_build,200,lifecycle,analysis_build,real,PASS,P36 exact-200 lifecycle step analysis_build executed through the full-flow scenario and verified by scoped evidence.,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.lifecycle.assign_slots,200,lifecycle,assign_slots,real,PASS,P36 exact-200 lifecycle step assign_slots executed through the full-flow scenario and verified by scoped evidence.,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.lifecycle.baseline_workload,200,lifecycle,baseline_workload,real,PASS,P36 exact-200 lifecycle step baseline_workload executed through the full-flow scenario and verified by scoped evidence.,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.lifecycle.cleanup_verify,200,lifecycle,cleanup_verify,real,PASS,P36 exact-200 lifecycle step cleanup_verify executed through the full-flow scenario and verified by scoped evidence.,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.lifecycle.config_validate,200,lifecycle,config_validate,real,PASS,P36 exact-200 lifecycle step config_validate executed through the full-flow scenario and verified by scoped evidence.,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.lifecycle.create_cluster,200,lifecycle,create_cluster,real,PASS,P36 exact-200 lifecycle step create_cluster executed through the full-flow scenario and verified by scoped evidence.,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.lifecycle.meet_nodes,200,lifecycle,meet_nodes,real,PASS,P36 exact-200 lifecycle step meet_nodes executed through the full-flow scenario and verified by scoped evidence.,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.lifecycle.plan_cluster,200,lifecycle,plan_cluster,real,PASS,P36 exact-200 lifecycle step plan_cluster executed through the full-flow scenario and verified by scoped evidence.,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.lifecycle.report_render,200,lifecycle,report_render,real,PASS,P36 exact-200 lifecycle step report_render executed through the full-flow scenario and verified by scoped evidence.,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.lifecycle.resource_preflight,200,lifecycle,resource_preflight,real,PASS,P36 exact-200 lifecycle step resource_preflight executed through the full-flow scenario and verified by scoped evidence.,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.lifecycle.telemetry_collect,200,lifecycle,telemetry_collect,real,PASS,P36 exact-200 lifecycle step telemetry_collect executed through the full-flow scenario and verified by scoped evidence.,P36_FULL_FLOW_E2E_50_100_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.management.add_replica,200,management,add_replica,real,PASS,Real exact-200 management operation executed and verified.,P32_MANAGEMENT_MATRIX_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.management.create_cluster,200,management,create_cluster,real,PASS,Real exact-200 management operation executed and verified.,P32_MANAGEMENT_MATRIX_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.management.meet_nodes,200,management,meet_nodes,real,PASS,Real exact-200 management operation executed and verified.,P32_MANAGEMENT_MATRIX_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.management.rebalance_after_imbalance,200,management,rebalance_after_imbalance,real,PASS,Real exact-200 management operation executed and verified.,P32_MANAGEMENT_MATRIX_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.management.remove_failed_node,200,management,remove_failed_node,real,PASS,Real exact-200 management operation executed and verified.,P32_MANAGEMENT_MATRIX_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.management.remove_primary_drained_or_safe_replaced,200,management,remove_primary_drained_or_safe_replaced,real,PASS,Real exact-200 management operation executed and verified.,P32_MANAGEMENT_MATRIX_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.management.remove_replica,200,management,remove_replica,real,PASS,Real exact-200 management operation executed and verified.,P32_MANAGEMENT_MATRIX_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.management.reshard_slot_range,200,management,reshard_slot_range,real,PASS,Real exact-200 management operation executed and verified.,P32_MANAGEMENT_MATRIX_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.management.reshard_with_keys,200,management,reshard_with_keys,real,PASS,Real exact-200 management operation executed and verified.,P32_MANAGEMENT_MATRIX_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.management.rolling_restart_primary_safe,200,management,rolling_restart_primary_safe,real,PASS,Real exact-200 management operation executed and verified.,P32_MANAGEMENT_MATRIX_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
200.management.rolling_restart_replica_first,200,management,rolling_restart_replica_first,real,PASS,Real exact-200 management operation executed and verified.,P32_MANAGEMENT_MATRIX_200_REAL,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
201.dry_run.artifact_schema_projection_dry_run,201,dry_run,artifact_schema_projection_dry_run,dry_run,DRY_RUN_PASS,P37 target 201 completed dry-run-only artifact_schema_projection_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
201.dry_run.config_validate_dry_run,201,dry_run,config_validate_dry_run,dry_run,DRY_RUN_PASS,P37 target 201 completed dry-run-only config_validate_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
201.dry_run.no_runtime_created_proof,201,dry_run,no_runtime_created_proof,dry_run,DRY_RUN_PASS,P37 target 201 completed dry-run-only no_runtime_created_proof with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
201.dry_run.placement_schedule_dry_run,201,dry_run,placement_schedule_dry_run,dry_run,DRY_RUN_PASS,P37 target 201 completed dry-run-only placement_schedule_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
201.dry_run.plan_cluster_dry_run,201,dry_run,plan_cluster_dry_run,dry_run,DRY_RUN_PASS,P37 target 201 completed dry-run-only plan_cluster_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
201.dry_run.port_directory_collision_check_dry_run,201,dry_run,port_directory_collision_check_dry_run,dry_run,DRY_RUN_PASS,P37 target 201 completed dry-run-only port_directory_collision_check_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
201.dry_run.report_projection_dry_run,201,dry_run,report_projection_dry_run,dry_run,DRY_RUN_PASS,P37 target 201 completed dry-run-only report_projection_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
201.dry_run.resource_preflight_dry_run,201,dry_run,resource_preflight_dry_run,dry_run,DRY_RUN_PASS,P37 target 201 completed dry-run-only resource_preflight_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
