layer,surface,status,evidence_class,metric_count,real_valkey_coverage,dry_run_only,reason,source_artifacts
small-real,cluster_build,COVERED,real_valkey,69,true,false,,artifacts/phases/P03_LOCAL_DOCKER_VALKEY/valkey_e2e_evidence.json;artifacts/phases/P10_MULTI_HOST_ORCHESTRATION/valkey_e2e_evidence.json;artifacts/phases/P16_QUANT_TELEMETRY_UNIFICATION/valkey_e2e_evidence.json;artifacts/phases/P17_MANAGEMENT_REMOVE_NODE/valkey_e2e_evidence.json;artifacts/phases/P18_MANAGEMENT_RESHARD_REBALANCE/valkey_e2e_evidence.json;artifacts/phases/P19_MANAGEMENT_ROLLING_RESTART/valkey_e2e_evidence.json;artifacts/phases/P21_FAILOVER_LATENCY_CURVE_200/valkey_e2e_evidence.json;artifacts/phases/P23_FAULT_NETWORK_DELAY_LOSS_FLAP/valkey_e2e_evidence.json;artifacts/phases/P24_PARTITION_SPLIT_BRAIN_MATRIX/valkey_e2e_evidence.json;artifacts/phases/P25_FAULT_WORKLOAD_IMPACT_ANALYSIS/valkey_e2e_evidence.json;artifacts/phases/P26_FINAL_REPORT_REGRESSION/valkey_e2e_evidence.json;artifacts/phases/P29_QUANT_TELEMETRY_COLLECTOR_HARDENING/valkey_e2e_evidence.json;artifacts/phases/P32_MANAGEMENT_MATRIX_200_REAL/valkey_e2e_evidence.json;artifacts/phases/P35_FAULT_FAILOVER_MATRIX_200_REAL/valkey_e2e_evidence.json;artifacts/phases/P41_NODEHOST_DENSITY_GLOBAL_CONFIG/valkey_e2e_evidence_10.json;artifacts/phases/P41_NODEHOST_DENSITY_GLOBAL_CONFIG/valkey_e2e_evidence_200.json;artifacts/phases/P42_VALKEY_SERVER_PROFILE_GLOBAL_CONFIG/valkey_e2e_evidence.json;artifacts/phases/P42_VALKEY_SERVER_PROFILE_GLOBAL_CONFIG/valkey_e2e_evidence_10.json;artifacts/phases/P42_VALKEY_SERVER_PROFILE_GLOBAL_CONFIG/valkey_e2e_evidence_200.json;artifacts/phases/P43_CLUSTER_NODE_TIMEOUT_GLOBAL_PROFILE/valkey_e2e_evidence.json;artifacts/phases/P43_CLUSTER_NODE_TIMEOUT_GLOBAL_PROFILE/valkey_e2e_evidence_10.json;artifacts/phases/P43_CLUSTER_NODE_TIMEOUT_GLOBAL_PROFILE/valkey_e2e_evidence_200.json;artifacts/phases/P44_FAILOVER_RTO_TIMELINE_OBSERVABILITY/valkey_e2e_evidence.json
small-real,management,COVERED,real_valkey,14,true,false,,artifacts/phases/P04_CLUSTER_MANAGEMENT_OPS/management_ops_report.json;artifacts/phases/P04_CLUSTER_MANAGEMENT_OPS/valkey_e2e_evidence.json
small-real,workload,COVERED,real_valkey,14,true,false,,artifacts/phases/P05_WORKLOAD_ENGINE/valkey_e2e_evidence.json;artifacts/phases/P05_WORKLOAD_ENGINE/workload_report.json
small-real,observability,COVERED,real_valkey,20,true,false,,artifacts/phases/P06_OBSERVABILITY_METRICS/metrics_timeseries.jsonl;artifacts/phases/P06_OBSERVABILITY_METRICS/valkey_e2e_evidence.json
small-real,fault,COVERED,real_valkey,8,true,false,,artifacts/phases/P07_FAULT_INJECTION_SANDBOX/fault_report.json;artifacts/phases/P07_FAULT_INJECTION_SANDBOX/valkey_e2e_evidence.json
small-real,failover,COVERED,real_valkey,5,true,false,,artifacts/phases/P08_FAILOVER_SPLIT_BRAIN/failover_report.json;artifacts/phases/P08_FAILOVER_SPLIT_BRAIN/valkey_e2e_evidence.json
small-real,stability,COVERED,real_valkey,34,true,false,,artifacts/phases/P11_STABILITY_SOAK/stability_report.json;artifacts/phases/P11_STABILITY_SOAK/valkey_e2e_evidence.json
small-real,cleanup,COVERED,source_artifact,166,false,false,,artifacts/phases/P03_LOCAL_DOCKER_VALKEY/cleanup_report.json;artifacts/phases/P03_LOCAL_DOCKER_VALKEY/cleanup_report_cluster_smoke.json;artifacts/phases/P04_CLUSTER_MANAGEMENT_OPS/cleanup_report.json;artifacts/phases/P04_CLUSTER_MANAGEMENT_OPS/cleanup_report_management_ops.json;artifacts/phases/P05_WORKLOAD_ENGINE/cleanup_report.json;artifacts/phases/P05_WORKLOAD_ENGINE/cleanup_report_workload_smoke.json;artifacts/phases/P06_OBSERVABILITY_METRICS/cleanup_report.json;artifacts/phases/P06_OBSERVABILITY_METRICS/cleanup_report_observability_smoke.json;artifacts/phases/P07_FAULT_INJECTION_SANDBOX/cleanup_report.json;artifacts/phases/P07_FAULT_INJECTION_SANDBOX/cleanup_report_fault_sandbox_setup.json;artifacts/phases/P08_FAILOVER_SPLIT_BRAIN/cleanup_report.json;artifacts/phases/P08_FAILOVER_SPLIT_BRAIN/cleanup_report_failover_setup.json;artifacts/phases/P09_ANALYSIS_REPORTING/cleanup_report.json;artifacts/phases/P09_ANALYSIS_REPORTING/cleanup_report_reporting_source_smoke.json;artifacts/phases/P10_MULTI_HOST_ORCHESTRATION/cleanup_report.json;artifacts/phases/P10_MULTI_HOST_ORCHESTRATION/cleanup_report_orchestrated_localhost.json;artifacts/phases/P11_STABILITY_SOAK/cleanup_report.json;artifacts/phases/P11_STABILITY_SOAK/cleanup_report_stability_soak_smoke.json;artifacts/phases/P12_SCALE_LADDER_10_30/cleanup_report.json;artifacts/phases/P12_SCALE_LADDER_10_30/cleanup_report_fault_30.json;artifacts/phases/P12_SCALE_LADDER_10_30/cleanup_report_scale_10.json;artifacts/phases/P13O_CLUSTER_CREATE_AB/cleanup_report.json;artifacts/phases/P13O_REPLICA_REPLICATE_BREAKDOWN/cleanup_report.json;artifacts/phases/P13_SCALE_LADDER_50_100/cleanup_report.json;artifacts/phases/P13_SCALE_LADDER_50_100/cleanup_report_fault_100.json;artifacts/phases/P13_SCALE_LADDER_50_100/cleanup_report_fault_50.json;artifacts/phases/P16_QUANT_TELEMETRY_UNIFICATION/cleanup_report.json;artifacts/phases/P16_QUANT_TELEMETRY_UNIFICATION/cleanup_report_goal_loop_quant_telemetry.json;artifacts/phases/P17_MANAGEMENT_REMOVE_NODE/cleanup_report.json;artifacts/phases/P17_MANAGEMENT_REMOVE_NODE/cleanup_report_management_remove_node.json;artifacts/phases/P17_MANAGEMENT_REMOVE_NODE/cleanup_report_management_remove_node_remove_failed_node_10.json;artifacts/phases/P17_MANAGEMENT_REMOVE_NODE/cleanup_report_management_remove_node_remove_failed_node_6.json;artifacts/phases/P17_MANAGEMENT_REMOVE_NODE/cleanup_report_management_remove_node_remove_primary_drained_10.json;artifacts/phases/P17_MANAGEMENT_REMOVE_NODE/cleanup_report_management_remove_node_remove_primary_drained_6.json;artifacts/phases/P17_MANAGEMENT_REMOVE_NODE/cleanup_report_management_remove_node_remove_replica_10.json;artifacts/phases/P17_MANAGEMENT_REMOVE_NODE/cleanup_report_management_remove_node_remove_replica_6.json;artifacts/phases/P18_MANAGEMENT_RESHARD_REBALANCE/cleanup_report.json;artifacts/phases/P18_MANAGEMENT_RESHARD_REBALANCE/cleanup_report_management_reshard_rebalance.json;artifacts/phases/P18_MANAGEMENT_RESHARD_REBALANCE/cleanup_report_management_reshard_rebalance_rebalance_after_imbalance_10.json;artifacts/phases/P18_MANAGEMENT_RESHARD_REBALANCE/cleanup_report_management_reshard_rebalance_rebalance_after_imbalance_6.json;artifacts/phases/P18_MANAGEMENT_RESHARD_REBALANCE/cleanup_report_management_reshard_rebalance_reshard_slot_range_10.json;artifacts/phases/P18_MANAGEMENT_RESHARD_REBALANCE/cleanup_report_management_reshard_rebalance_reshard_slot_range_6.json;artifacts/phases/P18_MANAGEMENT_RESHARD_REBALANCE/cleanup_report_management_reshard_rebalance_reshard_with_keys_10.json;artifacts/phases/P18_MANAGEMENT_RESHARD_REBALANCE/cleanup_report_management_reshard_rebalance_reshard_with_keys_6.json;artifacts/phases/P19_MANAGEMENT_ROLLING_RESTART/cleanup_report.json;artifacts/phases/P19_MANAGEMENT_ROLLING_RESTART/cleanup_report_management_rolling_restart.json;artifacts/phases/P19_MANAGEMENT_ROLLING_RESTART/cleanup_report_management_rolling_restart_rolling_restart_primary_safe_10.json;artifacts/phases/P19_MANAGEMENT_ROLLING_RESTART/cleanup_report_management_rolling_restart_rolling_restart_primary_safe_6.json;artifacts/phases/P19_MANAGEMENT_ROLLING_RESTART/cleanup_report_management_rolling_restart_rolling_restart_replica_first_10.json;artifacts/phases/P19_MANAGEMENT_ROLLING_RESTART/cleanup_report_management_rolling_restart_rolling_restart_replica_first_6.json;artifacts/phases/P20_FAILOVER_LATENCY_CURVE_30_50_100/cleanup_report.json;artifacts/phases/P21_FAILOVER_LATENCY_CURVE_200/cleanup_report.json;artifacts/phases/P22_FAULT_REPLICA_HOST_AZ_STOP/cleanup_report.json;artifacts/phases/P23_FAULT_NETWORK_DELAY_LOSS_FLAP/cleanup_report.json;artifacts/phases/P24_PARTITION_SPLIT_BRAIN_MATRIX/cleanup_report.json;artifacts/phases/P25_FAULT_WORKLOAD_IMPACT_ANALYSIS/cleanup_report.json;artifacts/phases/P25_FAULT_WORKLOAD_IMPACT_ANALYSIS/cleanup_report_fault_workload_impact_analysis.json;artifacts/phases/P26_FINAL_REPORT_REGRESSION/cleanup_report.json;artifacts/phases/P26_FINAL_REPORT_REGRESSION/cleanup_report_final_report_regression_smoke.json;artifacts/phases/P29_QUANT_TELEMETRY_COLLECTOR_HARDENING/cleanup_report.json;artifacts/phases/P29_QUANT_TELEMETRY_COLLECTOR_HARDENING/cleanup_report_strict_telemetry_small_real.json;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report_strict_management_matrix_50.json;artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/cleanup_report.json;artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/cleanup_report_strict_management_matrix_100.json;artifacts/phases/P32_MANAGEMENT_MATRIX_200_REAL/cleanup_report.json;artifacts/phases/P32_MANAGEMENT_MATRIX_200_REAL/cleanup_report_strict_management_matrix_200.json;artifacts/phases/P33_FAULT_FAILOVER_MATRIX_50_REAL/cleanup_report.json;artifacts/phases/P34_FAULT_FAILOVER_MATRIX_100_REAL/cleanup_report.json;artifacts/phases/P35_FAULT_FAILOVER_MATRIX_200_REAL/cleanup_report.json;artifacts/phases/P35_FAULT_FAILOVER_MATRIX_200_REAL/cleanup_report_strict_fault_matrix_200.json;artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/cleanup_report.json;artifacts/phases/P41_NODEHOST_DENSITY_GLOBAL_CONFIG/cleanup_report.json;artifacts/phases/P41_NODEHOST_DENSITY_GLOBAL_CONFIG/cleanup_report_p41_nodehost_density_scale_10.json;artifacts/phases/P41_NODEHOST_DENSITY_GLOBAL_CONFIG/cleanup_report_p41_nodehost_density_scale_200.json;artifacts/phases/P41_NODEHOST_DENSITY_GLOBAL_CONFIG/cleanup_report_scale_10.json;artifacts/phases/P42_VALKEY_SERVER_PROFILE_GLOBAL_CONFIG/cleanup_report.json;artifacts/phases/P42_VALKEY_SERVER_PROFILE_GLOBAL_CONFIG/cleanup_report_p42_server_profile_scale_10.json;artifacts/phases/P42_VALKEY_SERVER_PROFILE_GLOBAL_CONFIG/cleanup_report_p42_server_profile_scale_200.json;artifacts/phases/P43_CLUSTER_NODE_TIMEOUT_GLOBAL_PROFILE/cleanup_report.json;artifacts/phases/P43_CLUSTER_NODE_TIMEOUT_GLOBAL_PROFILE/cleanup_report_p43_cluster_timeout_scale_10.json;artifacts/phases/P43_CLUSTER_NODE_TIMEOUT_GLOBAL_PROFILE/cleanup_report_p43_cluster_timeout_scale_200.json;artifacts/phases/P44_FAILOVER_RTO_TIMELINE_OBSERVABILITY/cleanup_report.json
small-real,scale,COVERED,real_valkey,40,true,false,,artifacts/phases/P12_SCALE_LADDER_10_30/scale_rung_10.json;artifacts/phases/P12_SCALE_LADDER_10_30/valkey_e2e_evidence_10.json;artifacts/phases/P12_SCALE_LADDER_10_30/valkey_e2e_evidence_fault_30.json;artifacts/phases/P13_SCALE_LADDER_50_100/valkey_e2e_evidence_fault_100.json;artifacts/phases/P13_SCALE_LADDER_50_100/valkey_e2e_evidence_fault_50.json;artifacts/phases/P41_NODEHOST_DENSITY_GLOBAL_CONFIG/scale_rung_10.json;artifacts/phases/P42_VALKEY_SERVER_PROFILE_GLOBAL_CONFIG/scale_rung_10.json;artifacts/phases/P43_CLUSTER_NODE_TIMEOUT_GLOBAL_PROFILE/scale_rung_10.json
small-real,report_visualization,COVERED,real_valkey,8,true,false,,artifacts/phases/P09_ANALYSIS_REPORTING/analysis_summary.json;artifacts/phases/P09_ANALYSIS_REPORTING/report_index.json;artifacts/phases/P09_ANALYSIS_REPORTING/valkey_e2e_evidence.json
30,cluster_build,COVERED,real_valkey,40,true,false,,artifacts/loop_engineering/reports/scale_build_metrics.json;artifacts/phases/P12_SCALE_LADDER_10_30/cleanup_report_scale_30.json;artifacts/phases/P12_SCALE_LADDER_10_30/cluster_snapshots_scale_30.json;artifacts/phases/P12_SCALE_LADDER_10_30/resource_preflight_30.json;artifacts/phases/P12_SCALE_LADDER_10_30/valkey_e2e_evidence_30.json;artifacts/phases/P22_FAULT_REPLICA_HOST_AZ_STOP/valkey_e2e_evidence.json;artifacts/phases/P41_NODEHOST_DENSITY_GLOBAL_CONFIG/valkey_e2e_evidence_30.json;artifacts/phases/P42_VALKEY_SERVER_PROFILE_GLOBAL_CONFIG/valkey_e2e_evidence_30.json;artifacts/phases/P43_CLUSTER_NODE_TIMEOUT_GLOBAL_PROFILE/valkey_e2e_evidence_30.json
30,management,SKIPPED_WITH_REASON,none,0,false,false,No committed metric artifacts for management in 30 layer.,
30,workload,COVERED,real_valkey,12,true,false,,artifacts/phases/P12_SCALE_LADDER_10_30/workload_window_report_30.json
30,observability,SKIPPED_WITH_REASON,none,0,false,false,No committed metric artifacts for observability in 30 layer.,
30,fault,COVERED,real_valkey,2,true,false,,artifacts/phases/P12_SCALE_LADDER_10_30/fault_report_30.json
30,failover,COVERED,real_valkey,6,true,false,,artifacts/loop_engineering/reports/fault_failover_scale.json;artifacts/phases/P12_SCALE_LADDER_10_30/failover_report_30.json;artifacts/phases/P12_SCALE_LADDER_10_30/valkey_e2e_evidence_fault_30.json
30,stability,SKIPPED_WITH_REASON,source_artifact,2,false,false,All metrics in this cell are explicitly skipped with reason.,artifacts/loop_engineering/reports/stability_soak_metrics.json;artifacts/phases/P12_SCALE_LADDER_10_30/resource_preflight_30.json
30,cleanup,COVERED,real_valkey,9,true,false,,artifacts/phases/P12_SCALE_LADDER_10_30/cleanup_report_fault_30.json;artifacts/phases/P12_SCALE_LADDER_10_30/cleanup_report_scale_30.json;artifacts/phases/P41_NODEHOST_DENSITY_GLOBAL_CONFIG/cleanup_report_p41_nodehost_density_scale_30.json;artifacts/phases/P42_VALKEY_SERVER_PROFILE_GLOBAL_CONFIG/cleanup_report_p42_server_profile_scale_30.json;artifacts/phases/P43_CLUSTER_NODE_TIMEOUT_GLOBAL_PROFILE/cleanup_report_p43_cluster_timeout_scale_30.json
30,scale,COVERED,real_valkey,31,true,false,,artifacts/phases/P12_SCALE_LADDER_10_30/scale_rung_30.json;artifacts/phases/P12_SCALE_LADDER_10_30/valkey_e2e_evidence_30.json;artifacts/phases/P41_NODEHOST_DENSITY_GLOBAL_CONFIG/scale_rung_30.json;artifacts/phases/P42_VALKEY_SERVER_PROFILE_GLOBAL_CONFIG/scale_rung_30.json;artifacts/phases/P43_CLUSTER_NODE_TIMEOUT_GLOBAL_PROFILE/scale_rung_30.json
30,report_visualization,SKIPPED_WITH_REASON,none,0,false,false,No committed metric artifacts for report_visualization in 30 layer.,
50,cluster_build,COVERED,real_valkey,43,true,false,,artifacts/phases/P13_SCALE_LADDER_50_100/cleanup_report_scale_50.json;artifacts/phases/P13_SCALE_LADDER_50_100/cluster_snapshots_scale_50.json;artifacts/phases/P13_SCALE_LADDER_50_100/p13_timing_breakdown_scale_50.json;artifacts/phases/P13_SCALE_LADDER_50_100/resource_preflight_50.json;artifacts/phases/P13_SCALE_LADDER_50_100/runtime_timing_breakdown_scale_50.json;artifacts/phases/P13_SCALE_LADDER_50_100/setup_timeline_scale_50.json;artifacts/phases/P13_SCALE_LADDER_50_100/valkey_e2e_evidence_50.json;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/valkey_e2e_evidence.json;artifacts/phases/P33_FAULT_FAILOVER_MATRIX_50_REAL/valkey_e2e_evidence.json;artifacts/phases/P41_NODEHOST_DENSITY_GLOBAL_CONFIG/valkey_e2e_evidence_50.json;artifacts/phases/P42_VALKEY_SERVER_PROFILE_GLOBAL_CONFIG/valkey_e2e_evidence_50.json;artifacts/phases/P43_CLUSTER_NODE_TIMEOUT_GLOBAL_PROFILE/valkey_e2e_evidence_50.json
50,management,SKIPPED_WITH_REASON,none,0,false,false,No committed metric artifacts for management in 50 layer.,
50,workload,COVERED,real_valkey,12,true,false,,artifacts/phases/P13_SCALE_LADDER_50_100/workload_window_report_50.json
50,observability,SKIPPED_WITH_REASON,none,0,false,false,No committed metric artifacts for observability in 50 layer.,
50,fault,COVERED,real_valkey,2,true,false,,artifacts/phases/P13_SCALE_LADDER_50_100/fault_report_50.json
50,failover,COVERED,real_valkey,6,true,false,,artifacts/loop_engineering/reports/fault_failover_scale.json;artifacts/phases/P13_SCALE_LADDER_50_100/failover_report_50.json;artifacts/phases/P13_SCALE_LADDER_50_100/valkey_e2e_evidence_fault_50.json
50,stability,SKIPPED_WITH_REASON,source_artifact,2,false,false,All metrics in this cell are explicitly skipped with reason.,artifacts/loop_engineering/reports/stability_soak_metrics.json;artifacts/phases/P13_SCALE_LADDER_50_100/resource_preflight_50.json
50,cleanup,COVERED,real_valkey,13,true,false,,artifacts/phases/P13O_CLUSTER_CREATE_AB/cleanup_report_scale_50.json;artifacts/phases/P13O_REPLICA_REPLICATE_BREAKDOWN/cleanup_report_scale_50.json;artifacts/phases/P13_SCALE_LADDER_50_100/cleanup_report_fault_50.json;artifacts/phases/P13_SCALE_LADDER_50_100/cleanup_report_scale_50.json;artifacts/phases/P41_NODEHOST_DENSITY_GLOBAL_CONFIG/cleanup_report_p41_nodehost_density_scale_50.json;artifacts/phases/P42_VALKEY_SERVER_PROFILE_GLOBAL_CONFIG/cleanup_report_p42_server_profile_scale_50.json;artifacts/phases/P43_CLUSTER_NODE_TIMEOUT_GLOBAL_PROFILE/cleanup_report_p43_cluster_timeout_scale_50.json
50,scale,COVERED,real_valkey,59,true,false,,artifacts/phases/P13O_CLUSTER_CREATE_AB/scale_rung_50.json;artifacts/phases/P13O_CLUSTER_CREATE_AB/valkey_e2e_evidence_manual_scale_50.json;artifacts/phases/P13O_REPLICA_REPLICATE_BREAKDOWN/scale_rung_50.json;artifacts/phases/P13O_REPLICA_REPLICATE_BREAKDOWN/valkey_e2e_evidence_parallelism_16_scale_50.json;artifacts/phases/P13_SCALE_LADDER_50_100/p13_timing_breakdown_scale_50.json;artifacts/phases/P13_SCALE_LADDER_50_100/scale_rung_50.json;artifacts/phases/P13_SCALE_LADDER_50_100/valkey_e2e_evidence_50.json;artifacts/phases/P41_NODEHOST_DENSITY_GLOBAL_CONFIG/scale_rung_50.json;artifacts/phases/P42_VALKEY_SERVER_PROFILE_GLOBAL_CONFIG/scale_rung_50.json;artifacts/phases/P43_CLUSTER_NODE_TIMEOUT_GLOBAL_PROFILE/scale_rung_50.json
50,report_visualization,SKIPPED_WITH_REASON,none,0,false,false,No committed metric artifacts for report_visualization in 50 layer.,
100,cluster_build,COVERED,real_valkey,46,true,false,,artifacts/phases/P13_SCALE_LADDER_50_100/cleanup_report_scale_100.json;artifacts/phases/P13_SCALE_LADDER_50_100/cluster_snapshots_scale_100.json;artifacts/phases/P13_SCALE_LADDER_50_100/p13_timing_breakdown_scale_100.json;artifacts/phases/P13_SCALE_LADDER_50_100/resource_preflight_100.json;artifacts/phases/P13_SCALE_LADDER_50_100/runtime_timing_breakdown_scale_100.json;artifacts/phases/P13_SCALE_LADDER_50_100/setup_timeline_scale_100.json;artifacts/phases/P13_SCALE_LADDER_50_100/valkey_e2e_evidence_100.json;artifacts/phases/P20_FAILOVER_LATENCY_CURVE_30_50_100/valkey_e2e_evidence.json;artifacts/phases/P31_MANAGEMENT_MATRIX_100_REAL/valkey_e2e_evidence.json;artifacts/phases/P34_FAULT_FAILOVER_MATRIX_100_REAL/valkey_e2e_evidence.json;artifacts/phases/P41_NODEHOST_DENSITY_GLOBAL_CONFIG/valkey_e2e_evidence_100.json;artifacts/phases/P42_VALKEY_SERVER_PROFILE_GLOBAL_CONFIG/valkey_e2e_evidence_100.json;artifacts/phases/P43_CLUSTER_NODE_TIMEOUT_GLOBAL_PROFILE/valkey_e2e_evidence_100.json
100,management,SKIPPED_WITH_REASON,none,0,false,false,No committed metric artifacts for management in 100 layer.,
100,workload,COVERED,real_valkey,12,true,false,,artifacts/phases/P13_SCALE_LADDER_50_100/workload_window_report_100.json
100,observability,SKIPPED_WITH_REASON,none,0,false,false,No committed metric artifacts for observability in 100 layer.,
100,fault,COVERED,real_valkey,2,true,false,,artifacts/phases/P13_SCALE_LADDER_50_100/fault_report_100.json
100,failover,COVERED,real_valkey,6,true,false,,artifacts/loop_engineering/reports/fault_failover_scale.json;artifacts/phases/P13_SCALE_LADDER_50_100/failover_report_100.json;artifacts/phases/P13_SCALE_LADDER_50_100/valkey_e2e_evidence_fault_100.json
100,stability,SKIPPED_WITH_REASON,source_artifact,2,false,false,All metrics in this cell are explicitly skipped with reason.,artifacts/loop_engineering/reports/stability_soak_metrics.json;artifacts/phases/P13_SCALE_LADDER_50_100/resource_preflight_100.json
100,cleanup,COVERED,real_valkey,9,true,false,,artifacts/phases/P13_SCALE_LADDER_50_100/cleanup_report_fault_100.json;artifacts/phases/P13_SCALE_LADDER_50_100/cleanup_report_scale_100.json;artifacts/phases/P41_NODEHOST_DENSITY_GLOBAL_CONFIG/cleanup_report_p41_nodehost_density_scale_100.json;artifacts/phases/P42_VALKEY_SERVER_PROFILE_GLOBAL_CONFIG/cleanup_report_p42_server_profile_scale_100.json;artifacts/phases/P43_CLUSTER_NODE_TIMEOUT_GLOBAL_PROFILE/cleanup_report_p43_cluster_timeout_scale_100.json
100,scale,COVERED,real_valkey,39,true,false,,artifacts/phases/P13_SCALE_LADDER_50_100/p13_timing_breakdown_scale_100.json;artifacts/phases/P13_SCALE_LADDER_50_100/scale_rung_100.json;artifacts/phases/P13_SCALE_LADDER_50_100/valkey_e2e_evidence_100.json;artifacts/phases/P41_NODEHOST_DENSITY_GLOBAL_CONFIG/scale_rung_100.json;artifacts/phases/P42_VALKEY_SERVER_PROFILE_GLOBAL_CONFIG/scale_rung_100.json;artifacts/phases/P43_CLUSTER_NODE_TIMEOUT_GLOBAL_PROFILE/scale_rung_100.json
100,report_visualization,SKIPPED_WITH_REASON,none,0,false,false,No committed metric artifacts for report_visualization in 100 layer.,
1000-dry-run,cluster_build,SKIPPED_WITH_REASON,none,0,false,true,No committed metric artifacts for cluster_build in 1000-dry-run layer.,
1000-dry-run,management,SKIPPED_WITH_REASON,none,0,false,true,No committed metric artifacts for management in 1000-dry-run layer.,
1000-dry-run,workload,SKIPPED_WITH_REASON,none,0,false,true,No committed metric artifacts for workload in 1000-dry-run layer.,
1000-dry-run,observability,SKIPPED_WITH_REASON,none,0,false,true,No committed metric artifacts for observability in 1000-dry-run layer.,
1000-dry-run,fault,SKIPPED_WITH_REASON,none,0,false,true,No committed metric artifacts for fault in 1000-dry-run layer.,
1000-dry-run,failover,SKIPPED_WITH_REASON,none,0,false,true,No committed metric artifacts for failover in 1000-dry-run layer.,
1000-dry-run,stability,SKIPPED_WITH_REASON,none,0,false,true,No committed metric artifacts for stability in 1000-dry-run layer.,
1000-dry-run,cleanup,SKIPPED_WITH_REASON,none,0,false,true,No committed metric artifacts for cleanup in 1000-dry-run layer.,
1000-dry-run,scale,COVERED,dry_run_planner,1,false,true,,artifacts/phases/P02_PLANNER/scale_1000_dryrun_plan.json
1000-dry-run,report_visualization,SKIPPED_WITH_REASON,none,0,false,true,No committed metric artifacts for report_visualization in 1000-dry-run layer.,
