coverage_id,source_stage,source_artifact,row_name,field,status,reason,method
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[16],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[17],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[18],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[19],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[1],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[20],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[21],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[22],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[23],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[24],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[25],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[26],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[27],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[28],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[29],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[2],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[30],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[31],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[32],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[33],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[34],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[35],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[36],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[37],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[38],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[39],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[3],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[40],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[41],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[42],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[43],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[44],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[45],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[46],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[47],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[48],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[49],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[4],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[5],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[6],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[7],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[8],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.cleanup_verify,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,cleanup_verify,$.cleanup_actions[9],SKIPPED_WITH_REASON,Valkey process was already stopped before cleanup termination.,copied_from_source_missing_encoding
50.management.create_cluster,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,create_cluster,$.bytes_migrated,MISSING,Valkey command path did not expose migrated byte counts for this operation.,copied_from_source_missing_encoding
50.management.create_cluster,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,create_cluster,$.missing_fields[0],MISSING,create_cluster timing is captured in runtime_timing_breakdown and cluster setup operations before matrix row emission.,copied_from_source_missing_encoding
50.management.create_cluster,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,create_cluster,command_ms,MISSING,create_cluster timing is captured in runtime_timing_breakdown and cluster setup operations before matrix row emission.,copied_from_source_missing_encoding
50.management.meet_nodes,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,meet_nodes,$.bytes_migrated,MISSING,Valkey command path did not expose migrated byte counts for this operation.,copied_from_source_missing_encoding
50.management.meet_nodes,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,meet_nodes,$.missing_fields[0],MISSING,meet_nodes timing is captured in runtime_timing_breakdown and cluster setup operations before matrix row emission.,copied_from_source_missing_encoding
50.management.meet_nodes,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,meet_nodes,command_ms,MISSING,meet_nodes timing is captured in runtime_timing_breakdown and cluster setup operations before matrix row emission.,copied_from_source_missing_encoding
50.management.rebalance_after_imbalance,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rebalance_after_imbalance,$.bytes_migrated,MISSING,Valkey command path did not expose migrated byte counts for this operation.,copied_from_source_missing_encoding
50.management.rebalance_after_imbalance,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rebalance_after_imbalance,$.missing_fields[0],MISSING,Valkey MIGRATE byte count is not exposed by the command path.,copied_from_source_missing_encoding
50.management.rebalance_after_imbalance,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rebalance_after_imbalance,bytes_migrated,MISSING,Valkey MIGRATE byte count is not exposed by the command path.,copied_from_source_missing_encoding
50.management.remove_failed_node,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,remove_failed_node,$.bytes_migrated,MISSING,Valkey command path did not expose migrated byte counts for this operation.,copied_from_source_missing_encoding
50.management.remove_primary_drained_or_safe_replaced,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,remove_primary_drained_or_safe_replaced,$.bytes_migrated,MISSING,Valkey command path did not expose migrated byte counts for this operation.,copied_from_source_missing_encoding
50.management.remove_replica,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,remove_replica,$.bytes_migrated,MISSING,Valkey command path did not expose migrated byte counts for this operation.,copied_from_source_missing_encoding
50.management.reshard_slot_range,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,reshard_slot_range,$.bytes_migrated,MISSING,Valkey command path did not expose migrated byte counts for this operation.,copied_from_source_missing_encoding
50.management.reshard_slot_range,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,reshard_slot_range,$.missing_fields[0],MISSING,Valkey MIGRATE byte count is not exposed by the command path.,copied_from_source_missing_encoding
50.management.reshard_slot_range,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,reshard_slot_range,bytes_migrated,MISSING,Valkey MIGRATE byte count is not exposed by the command path.,copied_from_source_missing_encoding
50.management.reshard_with_keys,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,reshard_with_keys,$.bytes_migrated,MISSING,Valkey command path did not expose migrated byte counts for this operation.,copied_from_source_missing_encoding
50.management.reshard_with_keys,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,reshard_with_keys,$.missing_fields[0],MISSING,Valkey MIGRATE byte count is not exposed by the command path.,copied_from_source_missing_encoding
50.management.reshard_with_keys,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,reshard_with_keys,bytes_migrated,MISSING,Valkey MIGRATE byte count is not exposed by the command path.,copied_from_source_missing_encoding
50.management.resource_preflight,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/resource_preflight.json,resource_preflight,projected_node_memory_mb,SKIPPED_WITH_REASON,Projection-only memory is not a real-runtime metric for exact-scale source stages.,copied_from_source_missing_encoding
50.management.rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rolling_restart_primary_safe,$.bytes_migrated,MISSING,Valkey command path did not expose migrated byte counts for this operation.,copied_from_source_missing_encoding
50.management.rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rolling_restart_primary_safe,$.missing_fields[0],MISSING,No read outage was observed during controlled primary handoff.,copied_from_source_missing_encoding
50.management.rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rolling_restart_primary_safe,$.missing_fields[10],MISSING,No read outage was observed during controlled primary handoff.,copied_from_source_missing_encoding
50.management.rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rolling_restart_primary_safe,$.missing_fields[11],MISSING,No write outage was observed during controlled primary handoff.,copied_from_source_missing_encoding
50.management.rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rolling_restart_primary_safe,$.missing_fields[12],MISSING,No read outage was observed during controlled primary handoff.,copied_from_source_missing_encoding
50.management.rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rolling_restart_primary_safe,$.missing_fields[13],MISSING,No write outage was observed during controlled primary handoff.,copied_from_source_missing_encoding
50.management.rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rolling_restart_primary_safe,$.missing_fields[14],MISSING,No read outage was observed during controlled primary handoff.,copied_from_source_missing_encoding
50.management.rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rolling_restart_primary_safe,$.missing_fields[15],MISSING,No write outage was observed during controlled primary handoff.,copied_from_source_missing_encoding
50.management.rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rolling_restart_primary_safe,$.missing_fields[16],MISSING,No read outage was observed during controlled primary handoff.,copied_from_source_missing_encoding
50.management.rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rolling_restart_primary_safe,$.missing_fields[17],MISSING,No write outage was observed during controlled primary handoff.,copied_from_source_missing_encoding
50.management.rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rolling_restart_primary_safe,$.missing_fields[18],MISSING,No read outage was observed during controlled primary handoff.,copied_from_source_missing_encoding
50.management.rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rolling_restart_primary_safe,$.missing_fields[19],MISSING,No write outage was observed during controlled primary handoff.,copied_from_source_missing_encoding
50.management.rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rolling_restart_primary_safe,$.missing_fields[1],MISSING,No write outage was observed during controlled primary handoff.,copied_from_source_missing_encoding
50.management.rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rolling_restart_primary_safe,$.missing_fields[20],MISSING,No read outage was observed during controlled primary handoff.,copied_from_source_missing_encoding
50.management.rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rolling_restart_primary_safe,$.missing_fields[21],MISSING,No write outage was observed during controlled primary handoff.,copied_from_source_missing_encoding
50.management.rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rolling_restart_primary_safe,$.missing_fields[22],MISSING,No read outage was observed during controlled primary handoff.,copied_from_source_missing_encoding
50.management.rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rolling_restart_primary_safe,$.missing_fields[23],MISSING,No write outage was observed during controlled primary handoff.,copied_from_source_missing_encoding
50.management.rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rolling_restart_primary_safe,$.missing_fields[24],MISSING,No read outage was observed during controlled primary handoff.,copied_from_source_missing_encoding
50.management.rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rolling_restart_primary_safe,$.missing_fields[25],MISSING,No write outage was observed during controlled primary handoff.,copied_from_source_missing_encoding
50.management.rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rolling_restart_primary_safe,$.missing_fields[26],MISSING,No read outage was observed during controlled primary handoff.,copied_from_source_missing_encoding
50.management.rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rolling_restart_primary_safe,$.missing_fields[27],MISSING,No write outage was observed during controlled primary handoff.,copied_from_source_missing_encoding
50.management.rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rolling_restart_primary_safe,$.missing_fields[28],MISSING,No read outage was observed during controlled primary handoff.,copied_from_source_missing_encoding
50.management.rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rolling_restart_primary_safe,$.missing_fields[29],MISSING,No write outage was observed during controlled primary handoff.,copied_from_source_missing_encoding
50.management.rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl,rolling_restart_primary_safe,$.missing_fields[2],MISSING,No read outage was observed during controlled primary handoff.,copied_from_source_missing_encoding
