coverage_id,scale,node_count,category,row_name,stage_owner,required,execution_mode,status,status_reason,source_artifacts,validation_artifacts,metric_refs,cleanup_ref,review_ref,commit_sha
50.lifecycle.resource_preflight,50,50,lifecycle,resource_preflight,P36_FULL_FLOW_E2E_50_100_200_REAL,True,real,PASS,P36 exact-50 lifecycle step resource_preflight executed through the full-flow scenario and verified by scoped evidence.,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/full_flow_50/full_flow_result.json;artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/full_flow_50/valkey_e2e_evidence.json,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/full_flow_matrix.json;artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/full_flow_results.jsonl;artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/full_flow_50/analysis_summary.json;artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/full_flow_50/report_index.json,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/metrics_timeseries.jsonl,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/full_flow_50/cleanup_report.json,artifacts/goal_loop_strict/P36_FULL_FLOW_E2E_50_100_200_REAL/REVIEW.md,PENDING_REVIEW_AND_COMMIT
50.lifecycle.telemetry_collect,50,50,lifecycle,telemetry_collect,P36_FULL_FLOW_E2E_50_100_200_REAL,True,real,PASS,P36 exact-50 lifecycle step telemetry_collect executed through the full-flow scenario and verified by scoped evidence.,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/full_flow_50/full_flow_result.json;artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/full_flow_50/valkey_e2e_evidence.json,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/full_flow_matrix.json;artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/full_flow_results.jsonl;artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/full_flow_50/analysis_summary.json;artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/full_flow_50/report_index.json,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/metrics_timeseries.jsonl,artifacts/phases/P36_FULL_FLOW_E2E_50_100_200_REAL/full_flow_50/cleanup_report.json,artifacts/goal_loop_strict/P36_FULL_FLOW_E2E_50_100_200_REAL/REVIEW.md,PENDING_REVIEW_AND_COMMIT
50.management.add_replica,50,50,management,add_replica,P30_MANAGEMENT_MATRIX_50_REAL,True,real,PASS,Real exact-50 management operation executed and verified.,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_command_log.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_topology_snapshots.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/workload_windows.json,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_ops_matrix.json;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_workload_impact.json,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/metrics_timeseries.jsonl,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,artifacts/goal_loop_strict/P30_MANAGEMENT_MATRIX_50_REAL/REVIEW.md,PENDING_REVIEW_AND_COMMIT
50.management.create_cluster,50,50,management,create_cluster,P30_MANAGEMENT_MATRIX_50_REAL,True,real,PASS,Real exact-50 management operation executed and verified.,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_command_log.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_topology_snapshots.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/workload_windows.json,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_ops_matrix.json;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_workload_impact.json,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/metrics_timeseries.jsonl,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,artifacts/goal_loop_strict/P30_MANAGEMENT_MATRIX_50_REAL/REVIEW.md,PENDING_REVIEW_AND_COMMIT
50.management.meet_nodes,50,50,management,meet_nodes,P30_MANAGEMENT_MATRIX_50_REAL,True,real,PASS,Real exact-50 management operation executed and verified.,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_command_log.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_topology_snapshots.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/workload_windows.json,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_ops_matrix.json;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_workload_impact.json,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/metrics_timeseries.jsonl,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,artifacts/goal_loop_strict/P30_MANAGEMENT_MATRIX_50_REAL/REVIEW.md,PENDING_REVIEW_AND_COMMIT
50.management.rebalance_after_imbalance,50,50,management,rebalance_after_imbalance,P30_MANAGEMENT_MATRIX_50_REAL,True,real,PASS,Real exact-50 management operation executed and verified.,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_command_log.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_topology_snapshots.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/workload_windows.json,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_ops_matrix.json;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_workload_impact.json,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/metrics_timeseries.jsonl,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,artifacts/goal_loop_strict/P30_MANAGEMENT_MATRIX_50_REAL/REVIEW.md,PENDING_REVIEW_AND_COMMIT
50.management.remove_failed_node,50,50,management,remove_failed_node,P30_MANAGEMENT_MATRIX_50_REAL,True,real,PASS,Real exact-50 management operation executed and verified.,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_command_log.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_topology_snapshots.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/workload_windows.json,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_ops_matrix.json;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_workload_impact.json,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/metrics_timeseries.jsonl,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,artifacts/goal_loop_strict/P30_MANAGEMENT_MATRIX_50_REAL/REVIEW.md,PENDING_REVIEW_AND_COMMIT
50.management.remove_primary_drained_or_safe_replaced,50,50,management,remove_primary_drained_or_safe_replaced,P30_MANAGEMENT_MATRIX_50_REAL,True,real,PASS,Real exact-50 management operation executed and verified.,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_command_log.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_topology_snapshots.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/workload_windows.json,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_ops_matrix.json;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_workload_impact.json,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/metrics_timeseries.jsonl,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,artifacts/goal_loop_strict/P30_MANAGEMENT_MATRIX_50_REAL/REVIEW.md,PENDING_REVIEW_AND_COMMIT
50.management.remove_replica,50,50,management,remove_replica,P30_MANAGEMENT_MATRIX_50_REAL,True,real,PASS,Real exact-50 management operation executed and verified.,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_command_log.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_topology_snapshots.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/workload_windows.json,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_ops_matrix.json;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_workload_impact.json,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/metrics_timeseries.jsonl,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,artifacts/goal_loop_strict/P30_MANAGEMENT_MATRIX_50_REAL/REVIEW.md,PENDING_REVIEW_AND_COMMIT
50.management.reshard_slot_range,50,50,management,reshard_slot_range,P30_MANAGEMENT_MATRIX_50_REAL,True,real,PASS,Real exact-50 management operation executed and verified.,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_command_log.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_topology_snapshots.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/workload_windows.json,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_ops_matrix.json;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_workload_impact.json,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/metrics_timeseries.jsonl,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,artifacts/goal_loop_strict/P30_MANAGEMENT_MATRIX_50_REAL/REVIEW.md,PENDING_REVIEW_AND_COMMIT
50.management.reshard_with_keys,50,50,management,reshard_with_keys,P30_MANAGEMENT_MATRIX_50_REAL,True,real,PASS,Real exact-50 management operation executed and verified.,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_command_log.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_topology_snapshots.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/workload_windows.json,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_ops_matrix.json;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_workload_impact.json,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/metrics_timeseries.jsonl,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,artifacts/goal_loop_strict/P30_MANAGEMENT_MATRIX_50_REAL/REVIEW.md,PENDING_REVIEW_AND_COMMIT
50.management.rolling_restart_primary_safe,50,50,management,rolling_restart_primary_safe,P30_MANAGEMENT_MATRIX_50_REAL,True,real,PASS,Real exact-50 management operation executed and verified.,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_command_log.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_topology_snapshots.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/workload_windows.json,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_ops_matrix.json;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_workload_impact.json,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/metrics_timeseries.jsonl,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,artifacts/goal_loop_strict/P30_MANAGEMENT_MATRIX_50_REAL/REVIEW.md,PENDING_REVIEW_AND_COMMIT
50.management.rolling_restart_replica_first,50,50,management,rolling_restart_replica_first,P30_MANAGEMENT_MATRIX_50_REAL,True,real,PASS,Real exact-50 management operation executed and verified.,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_command_log.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_topology_snapshots.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/workload_windows.json,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_ops_matrix.json;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_operation_results.jsonl;artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/management_workload_impact.json,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/metrics_timeseries.jsonl,artifacts/phases/P30_MANAGEMENT_MATRIX_50_REAL/cleanup_report.json,artifacts/goal_loop_strict/P30_MANAGEMENT_MATRIX_50_REAL/REVIEW.md,PENDING_REVIEW_AND_COMMIT
50.fault.az_stop,50,50,fault,az_stop,P33_FAULT_FAILOVER_MATRIX_50_REAL,True,real,PASS,Real exact-50 fault/failover row executed and verified.,artifacts/phases/P33_FAULT_FAILOVER_MATRIX_50_REAL/fault_operation_results.jsonl,artifacts/phases/P33_FAULT_FAILOVER_MATRIX_50_REAL/fault_matrix_report.json;artifacts/phases/P33_FAULT_FAILOVER_MATRIX_50_REAL/fault_operation_results.jsonl;artifacts/phases/P33_FAULT_FAILOVER_MATRIX_50_REAL/failover_latency_curve.json;artifacts/phases/P33_FAULT_FAILOVER_MATRIX_50_REAL/split_brain_report.json;artifacts/phases/P33_FAULT_FAILOVER_MATRIX_50_REAL/fault_workload_impact.json,artifacts/phases/P33_FAULT_FAILOVER_MATRIX_50_REAL/metrics_timeseries.jsonl,artifacts/phases/P33_FAULT_FAILOVER_MATRIX_50_REAL/cleanup_report.json,artifacts/goal_loop_strict/P33_FAULT_FAILOVER_MATRIX_50_REAL/REVIEW.md,PENDING_REVIEW_AND_COMMIT
50.fault.fault_period_workload_impact,50,50,fault,fault_period_workload_impact,P33_FAULT_FAILOVER_MATRIX_50_REAL,True,real,PASS,Real exact-50 fault/failover row executed and verified.,artifacts/phases/P33_FAULT_FAILOVER_MATRIX_50_REAL/fault_operation_results.jsonl,artifacts/phases/P33_FAULT_FAILOVER_MATRIX_50_REAL/fault_matrix_report.json;artifacts/phases/P33_FAULT_FAILOVER_MATRIX_50_REAL/fault_operation_results.jsonl;artifacts/phases/P33_FAULT_FAILOVER_MATRIX_50_REAL/failover_latency_curve.json;artifacts/phases/P33_FAULT_FAILOVER_MATRIX_50_REAL/split_brain_report.json;artifacts/phases/P33_FAULT_FAILOVER_MATRIX_50_REAL/fault_workload_impact.json,artifacts/phases/P33_FAULT_FAILOVER_MATRIX_50_REAL/metrics_timeseries.jsonl,artifacts/phases/P33_FAULT_FAILOVER_MATRIX_50_REAL/cleanup_report.json,artifacts/goal_loop_strict/P33_FAULT_FAILOVER_MATRIX_50_REAL/REVIEW.md,PENDING_REVIEW_AND_COMMIT
